time_sec_p1,time_sec_p2,time_sec_p3,time_min_total,videotime,yearDOB,gender,race,raceOther,state,education,income,adults,minors,frequencyPrior,frequencySince,platform,time,qID,respID,choice,altID,obsID,price,quantity,material,setOptions,set_price,total_price,material_Bamboo,material_Eco,material_Plastic,setOptions_f,setOptions_fk,setOptions_fks
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,20,5,102,0,1,813,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,20,5,102,0,2,813,25,50,Eco,f,0.5,25,0,1,0,1,0,0
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,20,5,102,1,3,813,25,50,Plastic,fk,0.5,25,0,0,1,0,1,0
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,17,6,102,0,1,814,25,50,Bamboo,fks,0.5,25,1,0,0,0,0,1
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,17,6,102,1,2,814,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,17,6,102,0,3,814,25,50,Plastic,fk,0.5,25,0,0,1,0,1,0
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,16,7,102,0,1,815,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,16,7,102,0,2,815,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,16,7,102,1,3,815,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,20,8,102,1,1,816,20,150,Bamboo,fks,0.4,60,1,0,0,0,0,1
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,20,8,102,0,2,816,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
168,341,76,9.75,130,1987,woman,white,NA,TX,degree_bs,incC_15to25,1,NA,month_2-3,month_2-3,foodmarket,20,8,102,0,3,816,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,18,1,103,0,1,817,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,18,1,103,0,2,817,30,50,Eco,f,0.6,30,0,1,0,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,18,1,103,1,3,817,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,10,2,103,0,1,818,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,10,2,103,1,2,818,25,200,Eco,fk,0.5,100,0,1,0,0,1,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,10,2,103,0,3,818,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,3,103,0,1,819,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,3,103,1,2,819,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,3,103,0,3,819,25,50,Plastic,fks,0.5,25,0,0,1,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,10,4,103,0,1,820,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,10,4,103,1,2,820,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,10,4,103,0,3,820,25,150,Plastic,f,0.5,75,0,0,1,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,5,103,0,1,821,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,5,103,1,2,821,30,200,Eco,fks,0.6,120,0,1,0,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,5,103,0,3,821,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,8,6,103,0,1,822,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,8,6,103,1,2,822,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,8,6,103,0,3,822,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,7,103,0,1,823,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,7,103,0,2,823,25,200,Eco,fk,0.5,100,0,1,0,0,1,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,9,7,103,1,3,823,25,50,Plastic,fk,0.5,25,0,0,1,0,1,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,8,8,103,1,1,824,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,8,8,103,0,2,824,25,150,Eco,fk,0.5,75,0,1,0,0,1,0
60,213,72,5.75,99,1991,woman,white,NA,OR,college_some,incE_35to50,3,NA,week_1,month_2-3,takeout,8,8,103,0,3,824,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,34,1,104,1,1,825,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,34,1,104,0,2,825,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,34,1,104,0,3,825,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,12,2,104,1,1,826,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,12,2,104,0,2,826,25,150,Eco,fk,0.5,75,0,1,0,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,12,2,104,0,3,826,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,15,3,104,0,1,827,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,15,3,104,0,2,827,25,50,Eco,f,0.5,25,0,1,0,1,0,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,15,3,104,1,3,827,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,21,4,104,0,1,828,30,50,Bamboo,fk,0.6,30,1,0,0,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,21,4,104,1,2,828,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,21,4,104,0,3,828,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,13,5,104,0,1,829,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,13,5,104,1,2,829,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,13,5,104,0,3,829,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,13,6,104,0,1,830,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,13,6,104,0,2,830,20,200,Eco,fk,0.4,80,0,1,0,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,13,6,104,1,3,830,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,11,7,104,0,1,831,20,50,Bamboo,fk,0.4,20,1,0,0,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,11,7,104,1,2,831,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,11,7,104,0,3,831,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,20,8,104,0,1,832,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,20,8,104,0,2,832,25,150,Eco,fk,0.5,75,0,1,0,0,1,0
132,308,81,8.683333333333334,97,2001,woman,white,NA,TX,college_some,incH_100to150,4,2,everyday,everyday,boxstores,20,8,104,1,3,832,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",24,1,105,0,1,833,30,50,Bamboo,fk,0.6,30,1,0,0,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",24,1,105,1,2,833,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",24,1,105,0,3,833,25,50,Plastic,fk,0.5,25,0,0,1,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",11,2,105,1,1,834,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",11,2,105,0,2,834,25,50,Eco,f,0.5,25,0,1,0,1,0,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",11,2,105,0,3,834,25,50,Plastic,fk,0.5,25,0,0,1,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",10,3,105,1,1,835,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",10,3,105,0,2,835,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",10,3,105,0,3,835,25,50,Plastic,fk,0.5,25,0,0,1,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",17,4,105,0,1,836,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",17,4,105,1,2,836,20,50,Eco,f,0.4,20,0,1,0,1,0,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",17,4,105,0,3,836,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",14,5,105,0,1,837,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",14,5,105,1,2,837,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",14,5,105,0,3,837,25,150,Plastic,f,0.5,75,0,0,1,1,0,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",8,6,105,0,1,838,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",8,6,105,0,2,838,20,50,Eco,f,0.4,20,0,1,0,1,0,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",8,6,105,1,3,838,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",7,7,105,0,1,839,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",7,7,105,0,2,839,20,50,Eco,f,0.4,20,0,1,0,1,0,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",7,7,105,1,3,839,25,50,Plastic,fks,0.5,25,0,0,1,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",8,8,105,0,1,840,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",8,8,105,1,2,840,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
47,339,85,7.85,145,2000,man,black,NA,CA,college_some,incF_50to75,4,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",8,8,105,0,3,840,20,150,Plastic,fk,0.4,60,0,0,1,0,1,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,21,1,106,0,1,841,20,150,Bamboo,fks,0.4,60,1,0,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,21,1,106,1,2,841,25,50,Eco,f,0.5,25,0,1,0,1,0,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,21,1,106,0,3,841,30,200,Plastic,f,0.6,120,0,0,1,1,0,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,2,106,1,1,842,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,2,106,0,2,842,25,200,Eco,f,0.5,100,0,1,0,1,0,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,2,106,0,3,842,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,3,106,1,1,843,25,50,Bamboo,fks,0.5,25,1,0,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,3,106,0,2,843,25,200,Eco,fk,0.5,100,0,1,0,0,1,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,3,106,0,3,843,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,9,4,106,0,1,844,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,9,4,106,1,2,844,30,150,Eco,fks,0.6,90,0,1,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,9,4,106,0,3,844,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,8,5,106,0,1,845,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,8,5,106,0,2,845,30,150,Eco,fks,0.6,90,0,1,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,8,5,106,1,3,845,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,6,6,106,0,1,846,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,6,6,106,0,2,846,30,150,Eco,fks,0.6,90,0,1,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,6,6,106,1,3,846,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,9,7,106,0,1,847,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,9,7,106,1,2,847,25,150,Eco,fk,0.5,75,0,1,0,0,1,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,9,7,106,0,3,847,20,150,Plastic,fk,0.4,60,0,0,1,0,1,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,8,106,1,1,848,25,50,Bamboo,fks,0.5,25,1,0,0,0,0,1
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,8,106,0,2,848,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
108,711,84,15.05,144,1985,man,hispanic,NA,CA,degree_bs,incD_25to35,1,NA,month_2-3,week_1,online,5,8,106,0,3,848,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",25,1,107,0,1,849,20,50,Bamboo,fk,0.4,20,1,0,0,0,1,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",25,1,107,1,2,849,20,200,Eco,fk,0.4,80,0,1,0,0,1,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",25,1,107,0,3,849,25,150,Plastic,f,0.5,75,0,0,1,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",15,2,107,0,1,850,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",15,2,107,1,2,850,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",15,2,107,0,3,850,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",13,3,107,0,1,851,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",13,3,107,1,2,851,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",13,3,107,0,3,851,25,150,Plastic,f,0.5,75,0,0,1,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,4,107,1,1,852,25,50,Bamboo,fks,0.5,25,1,0,0,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,4,107,0,2,852,25,200,Eco,f,0.5,100,0,1,0,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,4,107,0,3,852,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,5,107,1,1,853,25,50,Bamboo,fks,0.5,25,1,0,0,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,5,107,0,2,853,25,200,Eco,f,0.5,100,0,1,0,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,5,107,0,3,853,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,6,107,1,1,854,25,50,Bamboo,fks,0.5,25,1,0,0,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,6,107,0,2,854,20,200,Eco,fk,0.4,80,0,1,0,0,1,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",8,6,107,0,3,854,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",12,7,107,0,1,855,30,50,Bamboo,fk,0.6,30,1,0,0,0,1,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",12,7,107,1,2,855,20,200,Eco,fk,0.4,80,0,1,0,0,1,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",12,7,107,0,3,855,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",9,8,107,1,1,856,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",9,8,107,0,2,856,25,50,Eco,f,0.5,25,0,1,0,1,0,0
92,281,75,7.466666666666667,125,1980,woman,white,NA,MA,degree_bs,incF_50to75,2,NA,month_2-3,month_2-3,"foodmarket, takeout",9,8,107,0,3,856,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
