time_sec_p1,time_sec_p2,time_sec_p3,time_min_total,videotime,yearDOB,gender,race,raceOther,state,education,income,adults,minors,frequencyPrior,frequencySince,platform,time,qID,respID,choice,altID,obsID,price,quantity,material,setOptions,set_price,total_price,material_Bamboo,material_Eco,material_Plastic,setOptions_f,setOptions_fk,setOptions_fks
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",5,4,25,1,3,196,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",8,5,25,1,1,197,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",8,5,25,0,2,197,25,150,Eco,fk,0.5,75,0,1,0,0,1,0
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",8,5,25,0,3,197,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,6,25,0,1,198,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,6,25,1,2,198,25,150,Eco,fk,0.5,75,0,1,0,0,1,0
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,6,25,0,3,198,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,7,25,0,1,199,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,7,25,0,2,199,30,200,Eco,fks,0.6,120,0,1,0,0,0,1
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,7,25,1,3,199,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,8,25,1,1,200,30,50,Bamboo,fk,0.6,30,1,0,0,0,1,0
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,8,25,0,2,200,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
21,186,42,4.15,103,1997,woman,white,NA,MA,degree_bs,incG_75to100,3,NA,month_2-3,month_2-3,"boxstores, foodmarket",6,8,25,0,3,200,25,50,Plastic,fks,0.5,25,0,0,1,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",21,1,26,1,1,201,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",21,1,26,0,2,201,25,200,Eco,f,0.5,100,0,1,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",21,1,26,0,3,201,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",15,2,26,0,1,202,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",15,2,26,1,2,202,20,200,Eco,fk,0.4,80,0,1,0,0,1,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",15,2,26,0,3,202,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",11,3,26,0,1,203,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",11,3,26,1,2,203,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",11,3,26,0,3,203,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",17,4,26,0,1,204,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",17,4,26,1,2,204,30,50,Eco,f,0.6,30,0,1,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",17,4,26,0,3,204,30,150,Plastic,fk,0.6,90,0,0,1,0,1,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",19,5,26,1,1,205,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",19,5,26,0,2,205,20,50,Eco,f,0.4,20,0,1,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",19,5,26,0,3,205,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",10,6,26,0,1,206,25,200,Bamboo,f,0.5,100,1,0,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",10,6,26,1,2,206,30,50,Eco,f,0.6,30,0,1,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",10,6,26,0,3,206,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",12,7,26,0,1,207,25,200,Bamboo,f,0.5,100,1,0,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",12,7,26,1,2,207,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",12,7,26,0,3,207,25,150,Plastic,f,0.5,75,0,0,1,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",14,8,26,1,1,208,20,50,Bamboo,fk,0.4,20,1,0,0,0,1,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",14,8,26,0,2,208,30,50,Eco,f,0.6,30,0,1,0,1,0,0
35,332,58,7.083333333333333,132,1987,woman,white,NA,NJ,degree_bs,incE_35to50,1,NA,month_2-3,month_2-3,"boxstores, foodmarket, takeout",14,8,26,0,3,208,25,50,Plastic,fks,0.5,25,0,0,1,0,0,1
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",13,1,27,1,1,209,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",13,1,27,0,2,209,30,200,Eco,fks,0.6,120,0,1,0,0,0,1
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",13,1,27,0,3,209,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",20,2,27,1,1,210,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",20,2,27,0,2,210,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",20,2,27,0,3,210,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",12,3,27,1,1,211,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",12,3,27,0,2,211,25,50,Eco,f,0.5,25,0,1,0,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",12,3,27,0,3,211,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",11,4,27,1,1,212,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",11,4,27,0,2,212,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",11,4,27,0,3,212,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",8,5,27,0,1,213,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",8,5,27,1,2,213,30,150,Eco,fks,0.6,90,0,1,0,0,0,1
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",8,5,27,0,3,213,20,150,Plastic,fk,0.4,60,0,0,1,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",10,6,27,0,1,214,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",10,6,27,1,2,214,20,50,Eco,f,0.4,20,0,1,0,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",10,6,27,0,3,214,30,200,Plastic,f,0.6,120,0,0,1,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",17,7,27,1,1,215,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",17,7,27,0,2,215,20,50,Eco,f,0.4,20,0,1,0,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",17,7,27,0,3,215,30,150,Plastic,fk,0.6,90,0,0,1,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",10,8,27,0,1,216,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",10,8,27,1,2,216,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
17,245,83,5.75,100,1982,woman,white,NA,FL,hs,incE_35to50,2,3,month_2-3,month_2-3,"boxstores, takeout",10,8,27,0,3,216,25,50,Plastic,fks,0.5,25,0,0,1,0,0,1
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,15,1,28,1,1,217,20,50,Bamboo,fk,0.4,20,1,0,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,15,1,28,0,2,217,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,15,1,28,0,3,217,30,200,Plastic,f,0.6,120,0,0,1,1,0,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,8,2,28,0,1,218,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,8,2,28,1,2,218,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,8,2,28,0,3,218,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,12,3,28,0,1,219,25,200,Bamboo,f,0.5,100,1,0,0,1,0,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,12,3,28,1,2,219,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,12,3,28,0,3,219,20,150,Plastic,fk,0.4,60,0,0,1,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,13,4,28,0,1,220,20,200,Bamboo,f,0.4,80,1,0,0,1,0,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,13,4,28,0,2,220,30,150,Eco,fks,0.6,90,0,1,0,0,0,1
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,13,4,28,1,3,220,25,50,Plastic,fks,0.5,25,0,0,1,0,0,1
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,6,5,28,0,1,221,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,6,5,28,1,2,221,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,6,5,28,0,3,221,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,11,6,28,0,1,222,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,11,6,28,1,2,222,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,11,6,28,0,3,222,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,10,7,28,0,1,223,30,200,Bamboo,fk,0.6,120,1,0,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,10,7,28,1,2,223,30,150,Eco,fks,0.6,90,0,1,0,0,0,1
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,10,7,28,0,3,223,25,50,Plastic,fks,0.5,25,0,0,1,0,0,1
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,13,8,28,0,1,224,25,200,Bamboo,f,0.5,100,1,0,0,1,0,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,13,8,28,1,2,224,25,200,Eco,fk,0.5,100,0,1,0,0,1,0
61,371,75,8.45,188,1997,woman,hispanic,NA,NY,degree_bs,incC_15to25,2,NA,month_2-3,month_2-3,takeout,13,8,28,0,3,224,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",10,1,29,0,1,225,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",10,1,29,1,2,225,25,200,Eco,fk,0.5,100,0,1,0,0,1,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",10,1,29,0,3,225,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,2,29,0,1,226,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,2,29,1,2,226,20,50,Eco,f,0.4,20,0,1,0,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,2,29,0,3,226,25,150,Plastic,f,0.5,75,0,0,1,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",5,3,29,0,1,227,25,200,Bamboo,f,0.5,100,1,0,0,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",5,3,29,0,2,227,25,150,Eco,fks,0.5,75,0,1,0,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",5,3,29,1,3,227,20,50,Plastic,f,0.4,20,0,0,1,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",12,4,29,0,1,228,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",12,4,29,1,2,228,20,200,Eco,fk,0.4,80,0,1,0,0,1,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",12,4,29,0,3,228,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",6,5,29,0,1,229,25,200,Bamboo,f,0.5,100,1,0,0,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",6,5,29,1,2,229,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",6,5,29,0,3,229,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,6,29,0,1,230,25,200,Bamboo,fks,0.5,100,1,0,0,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,6,29,0,2,230,25,200,Eco,f,0.5,100,0,1,0,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,6,29,1,3,230,20,200,Plastic,fk,0.4,80,0,0,1,0,1,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,7,29,1,1,231,25,50,Bamboo,fks,0.5,25,1,0,0,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,7,29,0,2,231,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",8,7,29,0,3,231,25,50,Plastic,fk,0.5,25,0,0,1,0,1,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",37,8,29,0,1,232,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",37,8,29,1,2,232,20,150,Eco,fks,0.4,60,0,1,0,0,0,1
22,148,92,4.366666666666666,19,1984,woman,white,NA,WI,degree_bs,incF_50to75,1,NA,never,month_2-3,"boxstores, foodmarket",37,8,29,0,3,232,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,12,1,30,1,1,233,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,12,1,30,0,2,233,30,50,Eco,f,0.6,30,0,1,0,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,12,1,30,0,3,233,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,8,2,30,0,1,234,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,8,2,30,1,2,234,20,200,Eco,fk,0.4,80,0,1,0,0,1,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,8,2,30,0,3,234,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,8,3,30,0,1,235,30,150,Bamboo,f,0.6,90,1,0,0,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,8,3,30,1,2,235,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,8,3,30,0,3,235,30,150,Plastic,f,0.6,90,0,0,1,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,6,4,30,1,1,236,20,150,Bamboo,f,0.4,60,1,0,0,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,6,4,30,0,2,236,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,6,4,30,0,3,236,20,50,Plastic,fks,0.4,20,0,0,1,0,0,1
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,5,5,30,1,1,237,30,50,Bamboo,fks,0.6,30,1,0,0,0,0,1
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,5,5,30,0,2,237,25,200,Eco,f,0.5,100,0,1,0,1,0,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,5,5,30,0,3,237,20,200,Plastic,fks,0.4,80,0,0,1,0,0,1
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,5,6,30,1,1,238,25,150,Bamboo,fk,0.5,75,1,0,0,0,1,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,5,6,30,0,2,238,30,50,Eco,fk,0.6,30,0,1,0,0,1,0
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,5,6,30,0,3,238,30,200,Plastic,fks,0.6,120,0,0,1,0,0,1
18,119,55,3.2,44,2000,woman,white,NA,OH,college_some,incC_15to25,4,NA,month_2-3,month_2-3,foodmarket,4,7,30,1,1,239,20,50,Bamboo,fk,0.4,20,1,0,0,0,1,0
